id,region,subregion,country,program_name,program_code,year,site_code,site_name,lat,lon,water_depth,sources,country_code
10002290,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Herradura de Sigua,21.90226746,-81.4258,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002291,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Arrecife de Pequeno Perdido,21.91243362,-81.43043333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002292,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Arrecife Pobre,21.96351624,-81.46248333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002293,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Arrecife Turbio,21.98786736,-81.47563333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002294,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Diego Perez (profundo),22.02088356,-81.51035,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002295,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Arrecife Feo,22.0360508,-81.5146,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002296,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Diego Perez Faro,22.02161598,-81.51586667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002297,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Diego Perez Norte,22.03601646,-81.50661667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002298,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Jardín de Lobophora,22.09588242,-81.51758333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002299,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,El Cemeterio,22.11626625,-81.49671667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002300,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Agua Sucia y Tibia,22.15399933,-81.47765,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002301,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Boya Ensenada de Cazones,22.09885025,-81.51933333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002302,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Los Maricones,22.14688301,-81.5006,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002303,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Rolling Hills,22.15876579,-81.51316667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002304,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,La Montaña de las Cuberas,22.10898399,-81.4836,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002305,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Lost Motor Reef,22.10146713,-81.54668333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002306,Americas,Northern Caribbean,Cuba,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Ridge Reef,22.08566666,-81.57018333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",CUB
10002307,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Caldeiros,-17.96249962,-38.70666667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002308,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Caldeiros - Redonda,-17.96417046,-38.70333333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002309,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Canal Portinho Norte,-17.96733093,-38.69233333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002310,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Mato Verde Central,-17.96367073,-38.701,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002311,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Mato Verde East,-17.98150063,-38.69516667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002312,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Mato Verde West,-17.96533012,-38.70366667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002313,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Portinho Norte,-17.57679939,-38.69966667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002314,Americas,Southern Tropical America,Brazil,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Portinho Norte West,-17.95999908,-38.70183333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BRA
10002315,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Bucket,24.87927055,-77.87837,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002316,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Coffee,24.74518013,-77.77863,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002317,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Conch10m-97fall,25.1026001,-77.96387,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002318,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,N.Staniard 10m-97fall,24.87750053,-77.8791,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002319,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,S. Autec - 10m,24.70146942,-77.74015,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002320,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,South Love Hill ,24.76782036,-77.7987,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002321,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Anchor-3m-97fall,24.84217072,-77.8586,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002322,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,High Point Cay,23.42000008,-77.46,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002323,Americas,Northern Caribbean,Bahamas,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Klein West ,24.74500084,-77.78466667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",BHS
10002324,Americas,Eastern Caribbean,Netherlands Antilles (Leeward),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Habitat,12.20049953,-68.30833,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",ANT_L
10002325,Americas,Eastern Caribbean,Netherlands Antilles (Leeward),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,W. KLEIN(REAL),12.16499996,-68.33,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",ANT_L
10002326,Americas,Northern Caribbean,Jamaica,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Tower Isle East - Deep,18.42480087,-77.03201667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",JAM
10002327,Americas,Northern Caribbean,Jamaica,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Pear Tree,18.46305084,-77.35813333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",JAM
10002328,Americas,Eastern Caribbean,Netherlands Antilles (Windward),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Saba Bank 1,17.46293259,-63.22263333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",ANT_W
10002329,Americas,Eastern Caribbean,Netherlands Antilles (Windward),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Saba Bank 2,17.48679924,-63.23163333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",ANT_W
10002330,Americas,Eastern Caribbean,Netherlands Antilles (Windward),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Saba Bank 3,17.48785019,-63.51566667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",ANT_W
10002331,Americas,Northern Caribbean,Turks and Caicos Islands,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,TC02-North Point (anchor),21.53700066,-71.1091666,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",TCA
10002332,Americas,Northern Caribbean,Turks and Caicos Islands,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,TC03-Coral Garden,21.45816612,-71.155,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",TCA
10002333,Americas,Northern Caribbean,Turks and Caicos Islands,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,TC04-West of Little Sand Key,21.39433289,-71.1681666,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",TCA
10002334,Americas,Northern Caribbean,Turks and Caicos Islands,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,TC05-? (anchor),21.37350082,-71.2013333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",TCA
10002335,Americas,Northern Caribbean,Turks and Caicos Islands,Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,TC15-Ambergris 1,21.31333351,-71.62,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",TCA
10002336,Americas,Mesoamerica,Mexico (Gulf of Mexico),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Galleguilla,19.23333359,-96.02333333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_GMX
10002337,Americas,Mesoamerica,Mexico (Gulf of Mexico),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Isla de Sacrificios,19.18333244,-96.1,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_GMX
10002338,Americas,Mesoamerica,Mexico (Gulf of Mexico),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Isla verde,19.04000092,-96.075,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_GMX
10002339,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak: Blanquizar,18.3248806,-87.81556,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002340,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak: Canyons,18.25749969,-87.81903,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002341,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Akumal: Dicks,20.39979935,-87.30598,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002342,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Akumal: Dona Laticia,20.39648056,-87.30658,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002343,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Akumal: Motorcycle,20.39222908,-87.30935,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002344,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak: Portilla (Patch Reef),18.23500061,-87.8329,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002345,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak: Sur de Nicas,18.28087044,-87.817,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002346,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Boca Paila Centro,20.10350037,-87.45566667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002347,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Boca Paila Norte,20.10849953,-87.45383333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002348,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Boca Paila Sur,20.09183311,-87.45783333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002349,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,El Placer Centro,18.90133286,-87.62066667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002350,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,El Placer Norte,18.90800095,-87.61716667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002351,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,El Placer Sur,18.88916588,-87.62266667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002352,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Mahahual Centro,18.71683311,-87.7015,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002353,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Mahahual Norte,18.72066689,-87.69266667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002354,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Mahahual Sur,18.72066689,-87.69266667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002355,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Punta Allen Centro,19.83333397,-87.43933333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002356,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Punta Allen Norte,19.83833313,-87.43583333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002357,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Punta Allen Sur,19.82166672,-87.442,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002358,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Punta Yuyum Centro,19.96666718,-87.451,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002359,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Punta Yuyum Norte,19.97166634,-87.45166667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002360,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Punta Yuyum Sur,19.95499992,-87.442,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002361,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Tampalam Centro,19.1408329,-87.535,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002362,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Tampalam Norte,19.15250015,-87.53333333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002363,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Tampalam Sur,19.13583374,-87.5355,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002364,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xahuayxol Centro,18.50416756,-87.75216667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002365,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xahuayxol Norte,18.50916672,-87.75033333,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002366,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xahuayxol Sur,18.49250031,-87.75366667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002367,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak Centro,18.21816635,-87.82566667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002368,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak Norte,18.22383308,-87.82516667,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
10002369,Americas,Mesoamerica,Mexico (Caribbean),Atlantic and Gulf Rapid Reef Assessment,AGRRA,,,Xcalak Sur,18.2064991,-87.8245,,"Robert Ginsburg, rginsburg@rsmas.miami.edu",MEX_CRB
11002516,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",13056s,U/N Reef,-13.42080975,143.8175507,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002517,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",13063s,U/N Reef,-13.86707973,144.0834808,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002518,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94,1994/96, 1996, 1998, 1999, 2000",13124s,Sand Bank No 8 Reef,-13.36721039,143.9587402,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002519,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94,1994/96, 1996, 1998, 1999, 2000",13127s,Rodda Reef,-13.92168045,144.3544159,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002520,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",13133s,Tydeman Reef,-13.98060036,144.5215759,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002521,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",14045s,Houghton Reef,-14.52122021,144.9738617,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002522,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999, 2000",14056s,Turtle Group Reef (No 1),-14.73145962,145.1864777,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002523,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1999",14094s,Martin Reef,-14.76123047,145.3564148,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002524,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",14114s,Linnet Reef,-14.7858696,145.3466034,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002525,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1996, 1999",14115s,Decapolis Reef,-14.85046005,145.2728729,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002526,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",14116a,Two Islands Reef,-15.02328968,145.441864,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002527,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1994/95, 1999, 2000",14120a,Boulder Reef,-15.41273022,145.4314423,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002528,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",14123s,Egret Reef,-15.47284031,145.4185028,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002529,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",14126s,U/N Reef,-14.32785034,144.9562378,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002530,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",14131s,MacGillivray Reef,-14.65062046,145.4906921,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002531,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",14135s,Nymph Reef,-14.65631008,145.2526855,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002532,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",14137s,Lizard Island Reef (North East),-14.65863991,145.469162,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002533,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",14138s,Helsdon Reef,-14.93830013,145.4855042,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002534,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",14139s,North Direction Reef,-14.74104977,145.5113525,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002535,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",14143s,U/N Reef,-15.46135998,145.6761627,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002536,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",14154s,Rosser Reef,-15.60886955,145.5148315,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002537,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",15002s,Sand Bank No 1 Reef,-14.20067978,144.8923035,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002538,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",15012s,Carter Reef,-14.54841995,145.5889587,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002539,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",15013s,Yonge Reef,-14.5991497,145.6230316,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002540,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1999",15034s,No Name Reef,-14.64369011,145.6468811,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002541,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/1993, 1996, 1999",15047s,Ribbon No 9 Reef,-14.99160004,145.7021942,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002542,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,,15058s,U/N Reef,-15.31451988,145.7635956,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002543,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1999",15081s,Low Islands Reef,-16.38610077,145.5654907,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002544,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1997, 1998,1999, 2000",15093s,Green Island Reef,-16.7675209,145.9923096,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002545,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1999",15096s,Fitzroy Island Reef,-16.93148994,145.9855347,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002546,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",15099a,Pickersgill Reef,-15.87392044,145.5740967,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002547,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",16015s,Mackay Reef,-16.04503059,145.6506653,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002548,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",16019s,Rudder Reef,-16.19347954,145.6964569,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002549,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",16023s,Tongue Reef,-16.3248291,145.8094177,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002550,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1994/95, 1996, 1997, 1998, 1999, 2000",16025s,Saxon Reef,-16.46615982,145.9889374,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002551,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",16026s,Pixie Reef,-16.54524994,145.8606415,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
