id,disease_type,year,lat,lon,region,subregion,country,location,nearest_town,genus_species,percentage_incidence,disease_remarks,mortality_percentage,diseased_percentage,reference_id,remarks,country_code,source
507,Aspergillosis,1995,23.99,-74.47,Americas,Northern Caribbean,Bahamas,Rice Bay,San Salvador Island,Gorgonia flabellum,29,Few (2-50) colonies,,,11923,,BHS,"Nagelkerken, I., K. Buchan, G. W. Smith, , K. Bonair, P. Bush, J. Garzon-Ferreira, L. Botero, P. Gayle, C. D. Harvell, C. Heberer, K. Kim, C. Petrovic, L. Pors, P. Yoshioka, 1997. Widespread disease in Caribbean sea fans: II. Patterns of infection and tissue loss. Marine Ecology Progress Series Vol.160, pp.255-263."
508,Aspergillosis,1995,19.3167,-81.2333,Americas,Northern Caribbean,Cayman Islands,,Grand Cayman Island,Gorgonia spp.,47.5,Many (50+) colonies,,,11923,,CYM,"Nagelkerken, I., K. Buchan, G. W. Smith, , K. Bonair, P. Bush, J. Garzon-Ferreira, L. Botero, P. Gayle, C. D. Harvell, C. Heberer, K. Kim, C. Petrovic, L. Pors, P. Yoshioka, 1997. Widespread disease in Caribbean sea fans: II. Patterns of infection and tissue loss. Marine Ecology Progress Series Vol.160, pp.255-263."
509,Aspergillosis,1995,23.99,-74.47,Americas,Northern Caribbean,Bahamas,Rocky Point,San Salvador Island,Gorgonia flabellum,34,Few (2-50) colonies,,,11923,,BHS,"Nagelkerken, I., K. Buchan, G. W. Smith, , K. Bonair, P. Bush, J. Garzon-Ferreira, L. Botero, P. Gayle, C. D. Harvell, C. Heberer, K. Kim, C. Petrovic, L. Pors, P. Yoshioka, 1997. Widespread disease in Caribbean sea fans: II. Patterns of infection and tissue loss. Marine Ecology Progress Series Vol.160, pp.255-263."
511,Aspergillosis,1995,23.99,-74.47,Americas,Northern Caribbean,Bahamas,Telephone Pole,San Salvador Island,Gorgonia flabellum,25,Few (2-50) colonies,,,11923,,BHS,"Nagelkerken, I., K. Buchan, G. W. Smith, , K. Bonair, P. Bush, J. Garzon-Ferreira, L. Botero, P. Gayle, C. D. Harvell, C. Heberer, K. Kim, C. Petrovic, L. Pors, P. Yoshioka, 1997. Widespread disease in Caribbean sea fans: II. Patterns of infection and tissue loss. Marine Ecology Progress Series Vol.160, pp.255-263."
512,Aspergillosis,1996,24.683,-80.996,Americas,U.S. Caribbean,Florida (USA),,Florida Keys,Gorgonia spp.,50,Many (50+) colonies,,,11923,,usa_flo,"Nagelkerken, I., K. Buchan, G. W. Smith, , K. Bonair, P. Bush, J. Garzon-Ferreira, L. Botero, P. Gayle, C. D. Harvell, C. Heberer, K. Kim, C. Petrovic, L. Pors, P. Yoshioka, 1997. Widespread disease in Caribbean sea fans: II. Patterns of infection and tissue loss. Marine Ecology Progress Series Vol.160, pp.255-263."
514,Black-band Disease,1973,32.3,-64.75,Americas,Northern Caribbean,Bermuda,,,Diploria labyrinthiformis,0.75,Few (2-50) colonies,,,2592,,BMU,"Garrett,  P. and H. Ducklow, 1975. Coral diseases in Bermuda. Nature 253(5490):349-350."
515,Black-band Disease,1973,32.3,-64.75,Americas,Northern Caribbean,Bermuda,,,Diploria strigosa,0.75,Few (2-50) colonies,,,2592,,BMU,"Garrett,  P. and H. Ducklow, 1975. Coral diseases in Bermuda. Nature 253(5490):349-350."
516,Black-band Disease,1973,32.3,-64.75,Americas,Northern Caribbean,Bermuda,,,Montastrea annularis,,no record,,,2592,,BMU,"Garrett,  P. and H. Ducklow, 1975. Coral diseases in Bermuda. Nature 253(5490):349-350."
517,Black-band Disease,1973,32.3,-64.75,Americas,Northern Caribbean,Bermuda,,,Porites astreoides,,no record,,,2592,,BMU,"Garrett,  P. and H. Ducklow, 1975. Coral diseases in Bermuda. Nature 253(5490):349-350."
518,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia favus,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
519,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia pallida,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
520,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia stelligera,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
521,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favites petagona,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
522,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Goniastrea retiformis,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
523,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Goniastrea pectinata,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
524,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Platygyra lamellina,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
525,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Leptoria phrygia,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
526,Black-band Disease,1981,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Hydnophora microconos,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
527,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia favus,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
528,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia pallida,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
529,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia stelligera,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
530,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favites petagona,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
531,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Goniastrea retiformis,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
532,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Goniastrea pectinata,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
533,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Platygyra lamellina,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
534,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Leptoria phrygia,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
535,Black-band Disease,1982,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Hydnophora microconos,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
536,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia favus,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
537,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia pallida,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
538,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia stelligera,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
539,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favites petagona,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
540,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Goniastrea retiformis,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
541,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Goniastrea pectinata,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
542,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Platygyra lamellina,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
543,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Leptoria phrygia,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
544,Black-band Disease,1983,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Hydnophora microconos,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
545,Black-band Disease,1984,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia favus,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
546,Black-band Disease,1984,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia pallida,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
547,Black-band Disease,1984,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favia stelligera,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
548,Black-band Disease,1984,21.3,39.1,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,,Jeddah,Favites petagona,,no record,,,1160,,SAU,"Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
