id,region,subregion,country,location,lat,lon,month,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,bleaching_duration,mortality_code,mortality,recovery_code,recovery,survey_type,survey_area,water_temperature,other_factors,remarks,source,reference_code,country_code
7161,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.57,34.54,8,2007,10,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature 46.5 Deg C, water temperature Deg C.",,0% of recorded recently killed coral on substrate is result of bleaching,"Reef Check, Submitted by Christian Alter.  Site ID: 34.32.211E.28.34.364N",,EGY
7162,Pacific,Southwest Pacific,Fiji,"Lautoka, Viti Levu",-17.56,177.31,10,2007,10,-1,Severity Unknown,,,,,,,,,Reef Check Protocol,,"Air temperature 30 Deg C, water temperature 29.5 Deg C.",,"10% Acropora and S. hystrix showing early stages temp related pale / brightening  - AT 5M 20% OF CORAL SHOWING PALING; 3 COTS Scars seen, 3 empty clam shells 30 - 40cm","Reef Check, Submitted by Helen Sykes .  Site ID 177.18.505E.17.33.795S",,FJI
7164,Pacific,Southwest Pacific,Fiji,"Oarsman Bay, Nacula Island",-16.91,177.39,11,2007,3,1,Low,,,,,,,,,Reef Check Protocol,,"Air temperature 33 Deg C, water temperature 29 Deg C.",,"4% of recorded recently killed coral is result of bleaching; In the 2 years since I last snorkeled this site it has improved considerablly. Controls on boats, rubbish ect have assisted the reef as has coral planting and harvesting.","Reef Check, Submitted by Andrew Potter.  Site ID  177.23.125E.16.54.843S",,FJI
7166,Pacific,Southwest Pacific,Fiji,"Lalati Resort, Beqa",-18.36,178.15,11,2007,5,-1,Severity Unknown,,,,,,,,,Reef Check Protocol,,"Air temperature 29 Deg C, water temperature 28 Deg C.",,"Visibilty was low due to a large amount of fine white particulate matter in the water, often found in sheltered bays in Fiji (not river silt); Many corals damaged where spear fishermen have missed and broken corals instead, indicating exceptionally heavy spearfishing pressures.Many corals were in the very early stages of bleaching, appearing pale over 100% of the colony, but not yet actually bleached. As water temperatures were not yet very high (28oC) this may be due to sedimentation. Also many corals (mostly Acropora digitate and branching forms) dead, possibly from temperature-related bleaching in 2006.","Reef Check, Submitted by Helen Sykes .  Site ID 178.08.99E.18 21.67S",,FJI
7167,Pacific,Southwest Pacific,Fiji,,-16.82,179.24,12,2007,6,-1,Severity Unknown,,Sinnularia sp,,,,,,,Reef Check Protocol,,"Air temperature 25.8 Deg C, water temperature 25.8 Deg C.",,A lot of soft corals (Sinnularia sp) were bleached outside the transect; 1 hawksbill turtle,"Reef Check, Submitted by Helen Sykes.  Site ID: 179.14.507E.16.48.915S",,FJI
7168,Pacific,Southeast and Central Pacific,French Polynesia,"Tahiti, Society Archipelago",-17.72,149.59,9,2007,1.5,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature 30 Deg C, water temperature 27 Deg C.",,"0% of recorded RKC (recently killed coral)is result of bleaching; 10 emperors, 76 surgeonfish, 26 goatfish","Reef Check, Submitted by Elodie Lagouy.  Site ID: 149.35.12.1W.17.42.59.7S",,PYF
7169,Pacific,Southeast and Central Pacific,French Polynesia,"Moorea , Society Archipelago",-17.5,-149.76,11,2007,2,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature 27 Deg C, water temperature 26 Deg C.",,"0% of recorded RKC (recently killed coral)on substrate is result of bleaching; 55 surgeonfish, 12 goatfish, 2 spinefoot, 1 Holocentridae","Reef Check, Submitted by Elodie Lagouy.  Site ID: 149.45.37W.17.29.88S",,PYF
7171,Pacific,Southeast and Central Pacific,French Polynesia,"Moorea, Society Arcipelago",-17.49,-149.91,6,2007,2,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature 28 Deg C, water temperature 28 Deg C.",,"0% of recorded RKC (recently killed coral)is result of bleaching; 10 emperors, 4 trevallies, 15 surgeonfish, 53 goatfish, 4 spinefoot, 8 Holocentridae, 5 cushion stars","Reef Check, Submitted by Elodie Lagouy.  Site ID: 149.54.458W.17.29.417S",,PYF
7173,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.55,-151.7,4,2007,1,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 32 Deg C, water temperature 30 Deg C.",,"100% of recorded RKC (recently killed coral)is result of bleaching; This area is still very poor about marine life, the recruitment being very slow or inefficient.; 24 surgeonfish, 21 goatfish, 2 trochus","Reef Check, Submitted by Elodie Lagouy.  Site ID: 151.42.227W.16.32.944S",,PYF
7174,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.49,-151.71,5,2007,2.8,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 29 Deg C, water temperature 28 Deg C.",,"100% of recorded RKC (recently killed coral)is result of bleaching; Corals aren't so bad, but because no control and not anymore manta rays attraction, we observe  more and more damages because wild anchorage and harvesting activities. Populations decrease, like the interest of the spot. 31 surgeonfish, 6 goatfish, 2 cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID: 151.42.598W.16.29.507S",,PYF
7175,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.73,3,2007,1.7,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 33 Deg C, water temperature 29 Deg C.",,"90% of recorded RKC (recently killed coral)on substrate is resulf of bleaching; Pavona genus is widely represented in this area. Branching corals are still absent. The human being's pressure is still very important, mainly by snorkeling activities.Populations of fish are still very important, may be because many touristic tours working on this spot and practicing feeding; 86 surgeonfish, 380 goatfish, 2 Culcita novaeguinae, 3 trochus","Reef Check, Submitted by Elodie Lagouy.  Site ID:  151.43.621W.16.32.544S",,PYF
7176,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.73,4,2007,1.2,3,HIGH,,,,,,,,,,,"Air temperature 33 Deg C, water temperature 29 Deg C.",,"100% of recorded RKC (recently killed coral)is result of bleaching; Poor recruitment and biodiversity about invertebrates. Recruitment is still very poor, no invertebrates and just herbivorous fishes. 92 surgeonfish, 10 goatfish, 1cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID: 151.43.706W.16.32.117S",,PYF
7177,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.53,-151.73,3,2007,2.8,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 33 Deg C, water temperature 30 Deg C.",,"75% of recorded RKC (recently killed coral)is result of bleaching; Genus Pavona is the main genus touched by bleaching phenomenon on this spot. Since the red tide problem (2002), marine life is gaining ground but very slowly. 52 surgeonfish, 1 goatfish, 1 cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID : 151.43.791W.16.32.087S",,PYF
7178,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.74,3,2007,2,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature Deg C, water temperature Deg C.",,"90% of recorded RKC (recently killed coral)is result of bleaching; Synaraea, Montipora, Pocillopora and Acropora are touched by bleaching phenomenon. Human being's pressure is constant and still damage the top of this fringing reef. Many big pieces of corals (1 m3 at least) are damaged and move along the slope. 134 surgeonfish, 31 goatfish, 2 Culcita novaeguinae, 11 trochus, 1 cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID  151.44.447W.16.32.562S",,PYF
7179,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.54,-151.75,5,2007,2,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 29 Deg C, water temperature 29 Deg C.",,"100% of recorded RKC (recently killed coral)is result of bleaching; 229 surgeonfish, 2 Culcita novaeguinae, 12 trochus, 1 cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID 151.44.871W.16.32.116S",,PYF
7181,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.76,6,2007,2.7,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 29 Deg C, water temperature 30 Deg C.",,"100% of recorded RKC (recently killed coral)is result of bleaching; Many new young corals (juveniles); Turtle and eagle ray observed on the third rope; 262 surgeonfish, 1 Culcita novaeguiniae, 3 trochus, 4 cowrie","Reef Check, Submitted by Elodie Lagouy .  Site ID 151.45.440W.16.29.941S",,PYF
7182,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.55,-151.78,3,2007,0.7,3,HIGH,,Acropora and Pocillopora,,,,,,,Reef Check Protocol,,"Air temperature 33 Deg C,   water temperature 29 Deg C.",,"100% of recorded RKC (recently killed coral)is result of bleaching; Acropora and Pocillopora genus are the main corals concerned by bleaching phenomenon; Important inverts harvest (clam shells); 92 surgeonfish, 6 goatfish, 108 trochus, 1 cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID  151.46.704W.16.33.088S",,PYF
7183,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.78,3,2007,7,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature  Deg C,  31 water temperature 29 Deg C,",,"100% of recorded RKC (recently killed coral)is result of bleaching; 132 surgeonfish, 9 goatfish, 2 trevally, 1 cowrie","Reef Check, Submitted by Elodie Lagouy .  Site ID 151.47.039W.16.29.965S",,PYF
7186,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.78,3,2007,15,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature  31Deg C,   water temperature 29 Deg C,",,"100% of recorded RKC (recently killed coral)is result of bleaching; Pocillopora genus is the main coral killed by bleaching (with some Montipora and Acropora genus). The biodiversity is still very interesting. 118 surgeonfish, 9 goatfish, 6 trevally, 1 Culcita novaeguinae, 1 cowrie","Reef Check, Submitted by Elodie Lagouy.  Site ID  151.47.039W.16.29.965S",,PYF
7187,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.79,3,2007,1.3,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature 32 Deg C,  water temperature 29 Deg C,",,"100% of recorded RKC (recently killed coral)is result of bleaching; Genus Acropora, Pocillopora and Montipora are concerned by bleaching phenomenon; 35 surgeonfish, 15 goatfish, 6 trochus","Reef Check, Submitted by Elodie Lagouy.  Site ID  151.47.324W.16.32.380S",,PYF
7188,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.46,-151.78,6,2007,1,3,HIGH,,,,,,,,,Reef Check Protocol,,,,100% of recorded RKC (recently killed coral)on substrate is result of bleaching; 8 surgeonfish,"Reef Check, Submitted by .  Site ID NSMotuHaapiti Elodie Laguoy",,PYF
7189,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.44,-151.76,6,2007,1,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature  28 Deg C,  water temperature 27 Deg C,",,100% of RKC (recently killed coral)on substrate is result of bleaching; this part of the lagoon was very damaged by A. planci; 8 surgeonfish,"Reef Check, Submitted by Elodie Laguoy.  Site ID NSMotuOme",,PYF
7190,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.45,-151.77,6,2007,1.3,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature  28 Deg C,  water temperature 27 Deg C,",,"100% of recorded RKC (recently killed coral)on substrate is result of bleaching; 3 surgeonfish, 1 trevally, 2 trochus, 1 Cypraeidae; touristic tours are organized on this spot","Reef Check, Submitted by Elodie Laguoy.  Site ID NSMotuTane",,PYF
7191,Pacific,Southeast and Central Pacific,French Polynesia,Moorea,-17,-149,2,2007,1.5,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature  28 Deg C,   water temperature 26 Deg C,",,"0% of recorded RKC (recently killed coral)is result of bleaching; 140 surgeonfish, 10 goatfish, 1 trochus","Reef Check, Submitted by .  Site ID Elodie Lagouy NSPaoPao",,PYF
7192,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.51,-151.76,5,2007,1,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature  30 Deg C,  water temperature 30 Deg C,",,"100% of recorded RKC (recently killed coral)on substrate is result of bleaching; many small pieces of corals, damaged and broken; 56 surgeonfish, 4 trevally, 1 Culcita novaeguinae, 2 trochus","Reef Check, Submitted by Elodie Lagouy .  Site ID 151.45.852W.16.30.415S",,PYF
7193,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.48,-151.72,6,2007,1,3,HIGH,,,,,,,,,Reef Check Protocol,,"Air temperature  28 Deg C,  water temperature 29 Deg C,",,"100% of recorded RKC (recently killed coral)on substrate is result of bleaching; 89 surgeonfish, 3 trevally, 1 trochus; Many giant mussels shells on the bottom. Branching corals are very damaged.","Reef Check, Submitted by Elodie Lagouy .  Site ID 151.43.224W.16.28.773S",,PYF
7194,Americas,Eastern Caribbean,Guadeloupe,Port Louis,16.43,-61.54,4,2007,12,1,Low,,,,,,,,,Reef Check Protocol,,"Air temperature  Deg C,  29 water temperature Deg C,  28",,<5% of recorded RKC is result of bleaching,"Reef Check, Submitted by Remi Garnier.  Site ID  61.32.34.5W.16.25.52.3N",,GLP
7195,Asia,Southeast Asia,Indonesia,"Awesang (Pomolulu), Central Sulawesi",0.04,119.74,7,2007,3,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature  34 Deg C,  water temperature 28 Deg C,",,"0% of recorded RKC is result of bleaching. A small group of Trevally were also seen.  Other damage included COTs and Drupella predation, especially COTS, all damage much worse above the transect, the area just above the crest had severe COTs damage, recent and ongoing (2-3), coral mining and bomb damage (2) seemed not new, some anchor damage (1-2) was very recent also.","Reef Check, Submitted by 119.44.34E.0.2.12S .  Site ID Abigail Moore",,IDN
7196,Asia,Southeast Asia,Indonesia,Awesang (Pomolulu),0.04,119.74,7,2007,9,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature  34 Deg C,  water temperature 28 Deg C,",,"0% of recorded RKC is result of bleaching. Ornamental fish quite abundant, snapper was a juvenile (midnight snapper), at least 10 parrotfish just off-transect, mainly smallish females. Fusiliers (small school), no other food fish seen. Several COTs but all off-transect, other damage was mainly COTs scarring, some cyanide - see bleaching. COTS, cyanide and coral mining much worse above transect. Heard a bomb while diving, hurt our ears. Boat captain said it was on the islands (survey on 13th July).","Reef Check, Submitted by 119.44.34E.0.2.12S.  Site ID  Abigail Moore",,IDN
7197,Asia,Southeast Asia,Indonesia,"Palau, Dusun Santigi",0.1,119.77,7,2007,9,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature  31Deg C,  water temperature 28 Deg C,",,"0% of recorded RKC is result of bleaching; Tridacnidae seen seemed to be not fixed, but placed (wedged) in gaps between corals, as if they had been placed there deliberately. Trash included empty rice sacs, tree branches (maybe from land clearance), tin cans and coconut processing waste. Bleaching seemed to be the result of cyanide use.","Reef Check, Submitted by Abigail Moore.  Site ID  119.46.23E.0.6.13S",,IDN
7198,Asia,Southeast Asia,Indonesia,Pomolulu,0.04,119.79,7,2007,9,0,No Bleaching,,,,,,,,,Reef check Protocol,,"Air temperetaure 30 Deg c, Water temperature 27 Deg C",,"0% of recorded RKC is result of bleaching; Some RKC could be disease but cyanide use is prevalent and much dead coral was at the base of branching colonies where fish tend to take refuge, suspect some is cyanide damage. Some typical of COTs, although none seen on transect, many on nearby mainland reefs. Attractive seascape but very very few fish. Suspect much of the rubble is from the shallower depths where bomb damage is severe, mostly fragments of branching corals, dominated by Acropora, amount of rubble is far more than could be provided by the amount of live branching forms. Some dead coral not obvious poison or disease, but sosial survey indicates high level of cyanide use, and no coloured dividing line so concluded damage was cyadine rather than disease. No sign of coral predators","Reef Check, Submitted by Abigail Moore .  Site ID 119.47.41E.0.2.9S",,IDN
7199,Asia,Southeast Asia,Indonesia,Palu,0.75,119.8,5,2007,9,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air  temperature 32 Deg C,   water temperature 30 Deg C,",,"0% of recorded RKC due to bleaching, all due to COTs attack; Severe COTs attack - on previous monitoring COTs at shallower depth, now many at this depth. Many of the RKC and HC are mushroom corals, which seem to have increased in number at this depth compared to previous monitoring. The sand is mainly borderline sand/silt, but sand component larger, unlike the 3m where the silt component is dominant. Sponge includes many branching tubular sponges which have increased, as well as massive sponges. Soft coral has decreased. Most COTs off-transect/belt were near segments 3 and 4, seems that segments 1 and 2 have been pretty much totallt predated causing a shift in the COTs population to areas with remaining HC cover. Many COTs outside transect also, including a group of 15 individuals around 1 massive coral about 30cm diameter. COTs attack main cause of coral death and subsequent breaking to rubble. No trash unlike previous visit, maybe because seaweed farming has moved slightly and because fishing is now rare at this site, due to poor returns. No non-COTs bleaching and no disease visible.","Reef Check, Submitted by Abigail Moore.  Site ID  119.51.21.1E.0.44.51.8S",,IDN
7200,Asia,Southeast Asia,Indonesia,Sibualong,0.04,119.87,7,2007,3,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature  31 Deg C,   water temperature 28 Deg C,",,"0% of recorded RKC is result of bleaching- mainly due to drupella and poison fishing; Unexploded bomb found. Severe coral mining. Soft coral growing mainly over coral mining sites; Unexploded bomb found in segment 4. Other damage is mainly coral mining, damage  much worse above the transect than on-transect, clearly 3+ on the reef flat (around 4m depth right up to the shore line). Some indication of poison fishing (bleaching). There really were no other indicator invertebrates on-transect, very few at the whole site. A few more parrot fish and fusliliers seen off-transect, no other food fish or edible invertebrates seen during the dive.","Reef Check, Submitted by Abigail Moore.  Site ID  119.52.21E.0.2.36N",,IDN
7201,Asia,Southeast Asia,Indonesia,Sibualong,0.04,119.87,7,2007,9,0,No Bleaching,,,,,,,,,Reef Check Protocol,,"Air temperature  31 Deg C,   water temperature 28 Deg C,",,"0% of recorded RKC is result of bleaching- seems to be result of poison fishing; Several very large Acropora tabulate (ACT), soft coral overmuch of the older rubble and coral rock. Massive sponges seem to be a natural feature of this site, as in many other sites in Central Sulawesi, not an indicator of any form of degradation. In segment 1, a small school of snappers was seen off-transect. Very few indicator invertebrates, even off-transect, zeros really are nul observations. % bleaching of colonies was not recorded by observer. Indication of poison fishing. From the point of view of food fish/invertebrates, this transect was like a ghost town - plenty of homes but no-one there.","Reef Check, Submitted by Abigail Moore.  Site ID 119.52.21E.0.2.36N",,IDN
7202,Asia,Southeast Asia,Indonesia,"Lebo, Parigi Moutong",0.77,120.14,5,2010,1-5m,2,Medium,,"Poscillopora, Seriatopora, Acropora",10-15%,,,,,<10%,Fortuitous observation,,> 30 deg C,,"Poscillopora � around 90% of colonies, with 80-100% bleaching of each colony, some pure white, others pale pink
Seriatopora � about half of colonies with some bleaching
Acropora (branching): about 10% of colonies, from 5-50% bleached
Other branching corals: a few with some bleaching

Some Poscillopora seemed to have died from bleaching (still white).  Most hard coral was live. Most dead coral was long dead.

The area was dominated by seagrass with isolated coral colonies/groups of colonies and some coral outcrops dominated by hard coral cover.
A fishermen paddling by mentioned he had seen many white ares on nearby reefs just recently. The water was so hot I felt sweaty even in the water. In Palu Bay, water is often 30-31�C, but it has never felt as hot there as on this occasion.","Abigail Moore.  LP3L Talinti
E-mail : abigail2105@yahoo.com",,IDN
7203,Asia,Southeast Asia,Malaysia,Lankayan Island - Billean Island - Tegaipil Island,6.61,117.87,5,2002,,-1,Severity Unknown,,,,,,,,,,,,,Location : LBT/ Lankayan Island - Billean Island - Tegaipil Island & surrounding patch reefs and open waters - NNW of Sandakan / bordering the Philippine - ARMM Province of Tawi Tawi.,"Mr. Don Baker, Reef Guardian Sdn. Bhd. Sandakan Sabah",,MYS
7204,Middle East,Red Sea - Gulf of Aden,Eritrea,dahlak Archipelago,16.58,41,4,2007,,0,No Bleaching,,,,,,,,,,,,,Coral seemed in good condition from a bleaching point of view despite high water temps in early April. This would increase during the summer when the area becomes very hot. Terrestrial temperatures increase bu 15 degrees C from the low 30's we had to 45-50 degrees C.,"Mr Pete Van de Elst, Yacht Organization, Antibes",,ERI
7205,Americas,Mesoamerica,Mexico,Arrecife La Boquita,19.1,-104.41,5,2007,0.5,0,No Bleaching,,,,,,,,,,,,,"Reef in the Bay of Santiago  in Manzanillo, Colima, M�xico. Coral patches cover an area of 3876.2 m2. In 2003 a small jetty was constructed between the sea and the Juluapan lagoon adjacent to the north-west margin of the reef.
This zone is constantly exposed to increases of temperature influenced by the diurnal contributions from the Juluapan Lagoon, from which influxes of water at 27,5 and 32.0 �C in winter and summer, respectively.
During the summer of 2004 (April�June) diving campaigns were undertaken to study the bleaching phenomenon in this zone.  Bleaching evaluations of Pocillopora capitata were conducted by assessing  the concentrations of chlorophyll a and total carotenoids from samples along submarine transect lines.
The coralline population at La Boquita is under a state of local thermal stress, which is a direct consequence of the inappropriate location of the artificial intercommunication structure of the Juluapan Lagoon, which could cause irreversible damage to the reef's productivity, adaptability and regeneration capacity.","Ms Angelica Flores Ramirez,  Universidad de Colima.",,MEX
7206,Americas,Southern Tropical America,Ecuador,Los Frailes Beach,-1.49,-80.79,5,2009,,-1,Severity Unknown,,,,,,,,,,,,,"Location ; Patches of Coral. Los Frailes Beach, Machalilla National Park, Manab�, Ecuador.
The largest coral in the area belong to the genus Pocilophora.","Mr. Oscar Ornejo, Marine Biology, PUCE.",,ECU
7207,Asia,Southeast Asia,Thailand,Hin Klang,7.73,98.74,5,2010,,3,HIGH,,,,,,,,,,,,,"Location ; Reef called Hin Klang, between north of Koh Phi Phi Don and Bamboo island.  Circular reef with high concentration of hard corals
90% of all hard corals in the area are bleached",Ms Paula Danti,,THA
7208,Asia,Southeast Asia,Indonesia,Mapor Island,1,104.79,7,2010,,-1,Severity Unknown,,,,,,,,,,,,,,"Mr Andrew Dixon, Nikoi island, Tanjung Pinang,Indonesia",,IDN
7210,Asia,Southeast Asia,Indonesia,Nikoi Island,1.05,104.71,7,2010,,-1,Severity Unknown,,,,,,,,,,,,,,"Mr Andrew Dixon,  Nikoi island, Tanjung Pinang,Indonesia",,IDN
7211,Americas,Northern Caribbean,Dominican Republic,New Providence South east,25.01,-77.56,10,2010,,-1,Severity Unknown,,,,,,,,,,,,,these are coral reef sites visited during REEF fish identification training and all sites exhibited some bleaching. there were a total of about 20 dives completed on sites near Stuart cove's Dive Bahamas,"Mr. Ancilleno Davis, The Nature conservancy  coordinator for The Nature Conservancy's northern Caribbean Program.",,DOM
7214,Americas,Southern Tropical America,Colombia,Chengue bay/ PNNtayrona,11.32561111,-74.12836111,11,2010,30 ft,-1,Severity Unknown,,"Montastraea faveolata; M. annularis; M. franksi; M. cavernosa; Diploria labyrinthiformis; D. strigosa, Colpophyllia natans; Porites astreoides; Scolymia sp; Siderastrea siderea; Meandrina meandrites; Porites porites; Millepora alcicornis; M. complanata",,,,% Live coral now dead - 2%,,,,,30-31 Deg C,,"% live coral bleached = 70-100% bleached.
 Relative to previous bleaching, the bleaching is worse to 2005 bleaching/","Observer : Ra�l Navas Camacho, Kelly G�mez Campo (rnavas@invemar.org.co, kelly_gomez@invemar.org.co )
Source : Diana Isabel Gomez Lopez  (digomez@invemar.org.co), INVEMAR",,COL
7216,Americas,Southern Tropical America,Colombia,PNN Corales del Rosario y San Bernardo,10.17486111,-75.77063889,8,2010,45 to 50 ft,-1,Severity Unknown,,Montastraea faveolata; M. annularis; Diploria labyrinthiformis; D. strigosa; Porites astreoides; Siderastrea siderea,,,,,,,,,29 - 30�C,,"% live coral bleached = 5 to 10%.
These data was obtain in August 2010 when bleaching was no to hard.
Relative to previous bleaching (less, similar, worse) - less to 2005 bleaching","Observer : Ra�l Navas Camacho, Kelly G�mez Campo, Tom�s L�pez Londo�o y Johanna Vega Sequeda (rnavas@invemar.org.co, kelly_gomez@invemar.org.co tomas_lopez@invemar.org.co Johanna_vega@invemar.org.co)
Submitted : Diana Isabel Gomez Lopez  (digomez@invemar.org.co>) - IVEMER",,COL
7217,Asia,South Asia,India,North Bay (Andamans),11.70130556,92.75335,7,2010,3 - 10 m,-1,Severity Unknown,,"Acropora cerealis, Montipora sp., Favia pallida, Diploastrea sp., Goniopora sp., Fungia sp., Gardineroseries sp., Porites sp., Lobophyllia sp., Favites abdita",,,,,,,,,>33�C,,Percent of live coral bleached - 77%. Previously the coral bleaching was observed in this area and the condition is worse now compared to before.,"Observer : Dr. N. Marimuthu. Project Scientist-I Andaman & Nicobar Centre for Ocean Science and Technology  National Institute of Ocean Technology  (Ministry of Earth Sciences, Govt. of India)
Submitted by : Jerker Tamelander, IUCN",,IND
7218,Asia,South Asia,India,Ross Island (Andamans),11.67063611,92.75954167,7,2010,3 - 10 m,-1,Severity Unknown,,,,,,,,,,,>33�C,,% live coral bleached -77%. Coral bleachingis worse compared to previous year.,"Observer : Dr. N. MARIMUTHU, Project Scientist-I Andaman & Nicobar Centre for Ocean Science and Technology
National Institute of Ocean Technology  (Ministry of Earth Sciences, Govt. of India)
Report submitted by Dr. Jerker Tamelander",,IND
7219,Asia,South Asia,India,Havelock Island (Andamans),12.04776111,92.98414444,7,2010,3 - 15 m,-1,Severity Unknown,,"Acropora humilis, Diploastrea sp., Favia pallida, Fungia concinna, Goniopora sp., Lobophyllia robusta, Montostrea sp., Platygyra sp., Symphyllia sp., Lobophyllia corymbosa",,,,,,,,,>33 Deg C,,% live coral bleached - 80%. Coral bleaching is worse compared to previous years.,"Observer : Dr. N. MARIMUTHU, Project Scientist-I Andaman & Nicobar Centre for Ocean Science and Technology
National Institute of Ocean Technology  (Ministry of Earth Sciences, Govt. of India)
Report submitted by Dr. Jerker Tamelander",,IND
7220,Africa,Eastern Africa,Tanzania,"Site 1, BAWE, Zanzibar",-6.1481,39.1304,5,2010,2 m,2,Medium,,"Acropora sp., Astreopora sp., Coscinarea sp., Echinopora sp., Favia sp., Favites sp., Fungia sp., Galaxea astreata, Galaxea fascicularis, Goniastrea sp., Goniopora sp., Hydnophora sp., Lobopyllia sp., Merulina sp., Millepora sp., Montipora, Mycedium sp.,  Oxypora sp., Pachyseris sp., Pavona sp., Physogyra sp., Platygyra sp., Pocillopora sp., Porites branching, Porites massive, Seriatopora sp., Stylophora sp., Synarea sp., Turbinaria sp.,",23.40%,,,% live coral now dead - 2.43%,,,,,,,,"Observer : USSI
Report submitted by Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).",,TZA
7221,Africa,Eastern Africa,Tanzania,"Site 2, BAWE, Zanzibar",-6.1482,39.1303,5,2010,,2,Medium,,"Acropora sp., Coscinarea sp., Cyphastrea sp., Echinopora sp., Fungia sp., Galaxea astreata sp., Galaxea fascicularis, Goniastrea sp., Lobopyllia sp., Millepora sp., Montipora sp., Mycedium sp., Pachyseris sp., Pavona sp., Pocillopora sp., Porites branching, Porites massive, Psammacora sp., Seriatopora sp., Stylophora sp., Synarea sp.,",25.74%,,,% live coral now dead - 5.33%,,,,,,,,"Observer : USSI&EVANS
Report submitted by  Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).",,TZA
7222,Africa,Eastern Africa,Tanzania,"Site 3, BAWE, Zanzibar",-6.1483,39.1302,5,2010,2 m,2,Medium,,"Acropora sp., Coscinarea sp., Echinophyllia sp., Echinopora sp., Favia sp., Favites sp., Fungia sp., Galaxea astreata, Galaxea fascicularis, Halomitra sp., Herpolitha sp., Hydnophora sp., Leptoria sp., Millepora sp., Montipora sp., Mycedium sp., Oxypora sp., Pachyseris sp., Pavona sp., Platygyra sp., Pocillopora sp., Porites branching, Porites massive,  Stylophora sp., Synarea sp.,",20.53%,,,% live coral now dead - 1.93 %,,,,,,,,"Observer : USSI&MUHANDO
Report submitted by  Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).",,TZA
